id,type,issuer,maturity_date,indexer,rate,rate_text,min_application,rating,source_sheet,imported_at
5423bc525d7a490aa5cd985d4bbfd2a2,CDB,Banco ABC,2028-12-14,PRE,0.1276,,5000.0,AAA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
6576010f2e3c4e4481839d11995f8dab,CDB,Banco ABC,2026-12-30,IPCA,0.08380000000000001,,5000.0,AAA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
04816c94f134421ebf2aea19fb0a07db,LCA,Banco ABC,2026-12-28,%CDI,0.875,,5000.0,AAA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
abf784fb70a44166b40b4fc0a0fd7332,CDB,Banco Agibank,2029-01-02,PRE,0.1335,,1000.0,AA-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
0daf662a05f042658a377815dce63250,CDB,Banco Agibank,2027-12-30,IPCA,0.086,,1000.0,AA-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
1d3c873d19d743caae8aea7371678f39,CDB,Banco Agibank,2029-01-02,IPCA,0.0825,,1000.0,AA-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
462b9e0e338d4eb6aa7fdd8066d02e96,CDB,Banco Agibank,2029-12-31,IPCA,0.0815,,1000.0,AA-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
624d38dd26474b81bf768a758456a2d4,CDB,Banco Agibank,2026-12-30,%CDI,0.996,,1000.0,AA-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
67401b29bd4b46c599b3196d23137b66,CDB,Banco Agibank,2027-12-30,%CDI,1.0105,,1000.0,AA-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
f264457d578c476883cf1adac8de0c67,CDB,Banco Agibank,2029-01-02,%CDI,1.018,,1000.0,AA-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
4d7866c0de5948b393015ca1ce1f6267,CDB,Banco Agibank,2026-12-30,PRE,0.1375,,1000.0,AA-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
53a90c308f0546cba4b7659cd9fc4d3e,CDB,Banco Agibank,2027-12-30,PRE,0.1325,,1000.0,AA-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
40863dca2e5c4727a11b9ba145dafb7b,CDB,Andbank,2027-06-28,PRE,0.14150000000000001,,1000.0,AAA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
5cecff3c757444b6957219bfbb1ef629,CDB,Andbank,2029-01-02,PRE,0.1355,,1000.0,AAA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
b2362acc63ef4445a522220bc3fdf92e,CDB,Andbank,2029-12-31,PRE,0.138,,1000.0,AAA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
86cb8ce8f07d42a297bb9e9282c5fe48,CDB,Andbank,2031-12-30,PRE,0.1405,,1000.0,AAA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
6977c8e3b9254c18bfc7897c32247db3,CDB,Andbank,2027-06-28,CDI+,0.003,,1000.0,AAA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
42299d08da044ce6a4e0ed86157ae0bc,CDB,Andbank,2029-01-02,CDI+,0.0045000000000000005,,1000.0,AAA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
23742890dfc44af18c2e050b87677d5d,CDB,Andbank,2029-12-31,CDI+,0.005,,1000.0,AAA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
e17f6d6f9ae94b1b9826e6e4772fc90f,CDB,Andbank,2031-12-30,CDI+,0.0055000000000000005,,1000.0,AAA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
58fb5d2967f44e6da3c73bfb92f45301,CDB,Banco C6 Consignado,2030-01-02,%CDI,1.02,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
090257409f2042a6a641a328cf110113,CDB,Banco C6 Consignado,2030-12-30,%CDI,1.02,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
c15ff5020c39477ab0dc805d9157c7fa,CDB,Banco C6 Consignado,2026-06-30,PRE,0.14550000000000002,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
ffc731c8050844f19f661fb6a86300a8,CDB,Banco C6 Consignado,2026-12-30,PRE,0.1375,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
1713192ea0904c74afbefc26f7fd7571,CDB,Banco C6 Consignado,2027-12-30,PRE,0.136,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
bdcae5cbe26340f7b615e5c886d4f61d,CDB,Banco C6 Consignado,2029-01-02,PRE,0.138,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
dae49d16579b426eb32861ff6baf7cbd,CDB,Banco C6 Consignado,2030-01-02,PRE,0.14,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
db9afe307add44f893c716558c49c0ba,CDB,Banco C6 Consignado,2030-12-30,PRE,0.14150000000000001,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
8d876a05e94149bcbb984463dc6c9014,CDB,Banco C6 Consignado,2026-12-30,IPCA,0.086,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
627538edd056470794d6fb914e1f203d,CDB,Banco C6 Consignado,2027-12-30,IPCA,0.0805,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
cfba7f791f5644069523e939767b9dc0,CDB,Banco C6 Consignado,2029-01-02,IPCA,0.07849999999999999,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
2aa5ff7e816a46eaa96d315b40e8c848,CDB,Banco C6 Consignado,2030-01-02,IPCA,0.0775,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
0a16ce4bd3284946af3bb76d71dc9b15,CDB,Banco C6 Consignado,2026-03-30,%CDI,0.9949999999999999,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
89d8e599546c4cdf9d2b0d609db33bb2,CDB,Banco C6 Consignado,2026-06-30,%CDI,1.005,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
cc69f1e5260f4fa59f4ec0b489c942cb,CDB,Banco C6 Consignado,2026-12-30,%CDI,1.0,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
eab4acfe4bd34a1fa6509035576d0a29,CDB,Banco C6 Consignado,2027-12-30,%CDI,1.02,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
1eaccdf0dd114720a27fc7e89fb64149,CDB,Banco C6 Consignado,2029-01-02,%CDI,1.02,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
bd8fda04e2f54958a7f013b350529ed2,CDB,Banco BMG,2026-06-29,%CDI,0.95,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
67c082c68a3047e189f961fb9a97eac9,CDB,Banco BMG,2026-12-30,%CDI,0.95,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
95b3fcb021344ad5914bb1f27e76c928,CDB,Banco BMG,2027-12-30,%CDI,0.95,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
5e8281d400394e71977bf4c3866edf7b,CDB,Banco BMG,2028-06-19,%CDI,0.95,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
c21c9fcbb47d4cb68f9ba3b9108b58ed,CDB,Banco BMG,2028-12-29,%CDI,0.95,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
3f65aa1221f24fd8a369d2d8c527e37a,CDB,Banco BMG,2029-06-12,%CDI,0.95,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
5676711fa7d4434589bbe46200a471f0,CDB,Banco BMG,2029-12-31,%CDI,0.95,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
f283848ccc3e4a9d90fe2d84933508a8,CDB,Banco BMG,2030-12-30,%CDI,0.95,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
e265b09723964de5a31b3c8ebe3bf20e,CDB,Banco BMG,2031-12-29,%CDI,0.95,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
7f7f06dd92624a07a5e796229a0343c2,CDB,Banco BMG,2032-12-28,%CDI,0.95,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
faa6c1fcf1ad43cab592d26cd9fdc309,CDB,Banco BMG,2026-06-29,PRE,0.1396,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
679e3bbf3d2c47ba9d9a54ef54ded3e1,CDB,Banco BMG,2026-12-30,PRE,0.1407,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
b89c8d941b654695bf549c445ede224f,CDB,Banco BMG,2027-12-30,PRE,0.1348,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
42ed39638f3e407a95208b7e1ad7bcea,CDB,Banco BMG,2028-06-19,PRE,0.13470000000000001,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
85b916478a1e47e8a4125db80a2d2561,CDB,Banco BMG,2028-12-29,PRE,0.13570000000000002,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
667d135fc1e5485f90c0f16a8be7bc6f,CDB,Banco BMG,2029-06-12,PRE,0.127,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
064f8dfbb58b49669774f18821f0f2fe,CDB,Banco BMG,2029-12-31,PRE,0.138,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
c49343c3e3594cc6a219d7d63da002e6,CDB,Banco BMG,2030-12-30,PRE,0.128,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
bf197d732cc647a6a96693f638e38d4c,CDB,Banco BMG,2031-12-29,PRE,0.13,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
38cffda68208468f80219ecefe450ff8,CDB,Banco BMG,2032-12-28,PRE,0.1303,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
a2a86814acb74290a1ee0269263cbf19,CDB,Banco BMG,2027-12-30,IPCA,0.0808,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
52f54b8239a1430db3dec4861bdb9b18,CDB,Banco BMG,2028-06-19,IPCA,0.07909999999999999,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
0e334119dbe641c5b7eea15ec62c12a7,CDB,Banco BMG,2028-12-29,IPCA,0.0799,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
47b164ef9b6e425ab3c7fdb70a88726a,CDB,Banco BMG,2029-06-12,IPCA,0.0725,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
6aece4d8349948b3baf99723d18768b8,CDB,Banco BMG,2029-12-31,IPCA,0.0764,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
7983d9433109429f82547e1d90973368,CDB,Banco BMG,2030-12-30,IPCA,0.07139999999999999,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
42835664bd494bc69426724f0075ff50,CDB,Banco BMG,2031-12-29,IPCA,0.071,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
463ea47b70c24eac8fbf64c94285c89e,CDB,Banco BMG,2032-12-28,IPCA,0.0706,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
f448f867f4bd411b92ef36044e37b6a8,CDB,Banco de Brasília,2027-12-20,%CDI,1.09,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
d9519e0de489409b904391f2e9d39773,LCI,Banco de Brasília,2026-12-30,%CDI,0.94,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
f6e00e17794345d5b1647e91e1e87129,LCI,Banco de Brasília,2027-12-20,%CDI,0.95,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
740beb1d272e40b1bc0577e544c744b2,LCI,Banco de Brasília,2028-12-29,%CDI,0.96,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
fda2d71addbd4f05af2e943cfa8ba115,LCI,Banco de Brasília,2029-12-31,%CDI,0.97,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
8fa2c80a12f94a08a5cb7b2359ecaeff,LCI,Banco de Brasília,2030-12-30,%CDI,0.98,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
4b8cf2cc65ff4b2fbee5824f211099c8,CDB,Banco de Brasília,2026-12-30,%CDI,1.08,,1000.0,A,Crédito bancário,2026-01-05T21:26:58.385362+00:00
b61938ec3ecd4252bd4fe788b329526e,CDB,Banco BS2,2026-03-30,PRE,0.1465,,1000.0,BBB-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
fa131a88331e41ab9dce022d6401060d,CDB,Banco BS2,2027-12-21,PRE,0.13,,1000.0,BBB-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
ba8b89583f8a48d6aa9a5893d1244d0f,CDB,Banco BS2,2028-12-14,PRE,0.128,,1000.0,BBB-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
8055ee8f711a4246af1baf33ab917890,CDB,Banco BS2,2027-06-23,%CDI,1.03,,1000.0,BBB-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
9f6888fe45624126b7bf4c40079c87f5,CDB,Banco BS2,2027-12-21,%CDI,1.04,,1000.0,BBB-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
f2edf8f167c24c1fbf65665913bed8ee,CDB,Banco BS2,2028-12-14,%CDI,1.04,,1000.0,BBB-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
1d11bf59f38c4faaa32f2937209650fa,CDB,Banco BS2,2029-12-10,%CDI,1.04,,1000.0,BBB-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
29fe54ed69ac419daadff1d9e05c9f60,CDB,Banco BS2,2030-12-04,%CDI,1.04,,1000.0,BBB-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
ae56d1090883440e8b0b66329521f092,CDB,Banco BS2,2027-06-23,CDI+,0.0034999999999999996,,1000.0,BBB-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
92b9258711544c0aa7673602115246b7,CDB,Banco BS2,2027-12-21,CDI+,0.005,,1000.0,BBB-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
79135e1d136e45798bb6d4ca80ce66af,CDB,Banco BS2,2027-12-30,IPCA,0.078,,1000.0,BBB-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
c0b8b80ce91741b5b739e26b0e66d38a,CDB,Banco BS2,2030-12-30,IPCA,0.0735,,1000.0,BBB-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
08009481ac2d4974a7df38cb1fac0460,CDB,Banco BBC (Grupo Simpar),2026-03-31,%CDI,0.97,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
79bc9b21715343d2b367e9ee915e9e9d,CDB,Banco BBC (Grupo Simpar),2027-06-24,%CDI,1.015,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
5669e92dedb740da948c0b79a05d05c4,CDB,Banco BBC (Grupo Simpar),2026-04-30,%CDI,1.035,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
e95eda6e27e6479a89e5d5e716b22a14,CDB,Banco BBC (Grupo Simpar),2027-12-31,%CDI,1.04,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
20fcd8e784b94b28b16615a29cdd5585,CDB,Banco BBC (Grupo Simpar),2026-04-30,PRE,0.142,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
def38bf615d8478eae2c28c2ab8996f8,CDB,Banco BBC (Grupo Simpar),2026-12-31,PRE,0.142,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
7f8a06ffb2e04f78b6575cc9e56206d0,CDB,Banco BBC (Grupo Simpar),2027-12-31,PRE,0.138,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
0cee354dd2ac48c8ad038441983e82cf,CDB,Banco BBC (Grupo Simpar),2029-01-02,PRE,0.136,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
6e15544709104cf380bc9c3dcd8eac47,CDB,Banco BBC (Grupo Simpar),2026-06-01,%CDI,1.035,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
af57bfb7fd6046bc9d35a5d326778ca0,CDB,Banco BBC (Grupo Simpar),2028-06-19,%CDI,1.015,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
4fd96a94d2294546bd9edea1a5c110c7,CDB,Banco BBC (Grupo Simpar),2026-06-01,PRE,0.142,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
6b326ab77be44072879c05971175506c,CDB,Banco BBC (Grupo Simpar),2026-01-30,%CDI,0.97,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
83b8cdd0de0e44acba10522cc0ebd1ae,CDB,Banco BBC (Grupo Simpar),2026-06-30,%CDI,0.98,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
f04e936ec69842a285e4ab415e801bb6,CDB,Banco BBC (Grupo Simpar),2029-01-02,%CDI,1.04,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
edc44fda9e7a4dccb745fdd10988aaff,CDB,Banco BBC (Grupo Simpar),2026-06-30,PRE,0.1405,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
54fab94b241f4d54afeb770eb10b0a94,CDB,Banco BBC (Grupo Simpar),2027-06-24,PRE,0.13699999999999998,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
6c44742750254b7fa67c2396d5183b3b,CDB,Banco BBC (Grupo Simpar),2028-06-19,PRE,0.1335,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
767559c1c97045e89bf3e4ab172eca49,CDB,Banco BBC (Grupo Simpar),2026-03-02,%CDI,1.03,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
a57df0e359644c4882786dc5f3ec194e,CDB,Banco BBC (Grupo Simpar),2026-12-31,%CDI,1.035,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
da08ea2799374d6d95933b663df77977,CDB,Banco BBC (Grupo Simpar),2026-03-31,PRE,0.142,,10000.0,AA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
84ff5ab1c99b448791ac359c7e0e8d85,CDB,Banco Fator,2026-06-29,%CDI,0.95,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
9a917c0b081548f187acfefc49d0ff30,CDB,Banco Fator,2026-12-30,%CDI,0.98,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
4f1cf68f235745a982f9c100340caea9,CDB,Banco Fator,2027-06-23,%CDI,0.99,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
b2db661cab2345339fb6d9918b1f2ceb,CDB,Banco Fator,2028-06-19,%CDI,1.0,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
3a6ee218d11a450f802e56b47c6c7a50,CDB,Banco Fator,2029-12-31,%CDI,1.0,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
97c89fc0f1fb42aa84e4e464c21a14f7,CDB,Banco Fator,2027-12-31,PRE,0.106,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
949b808b96664e94af7971dba32330df,CDB,Banco Fator,2028-12-14,PRE,0.106,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
4d0996a4991b4596ae93a4a2fa4805b5,CDB,Banco Fator,2027-12-31,IPCA,0.0575,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
ff3e496db5a348cdb401b6dbe0f6281f,CDB,Banco Fator,2028-06-19,IPCA,0.0555,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
f5149bb9c8d043b983af02e23ce13100,CDB,Banco Fator,2028-12-14,IPCA,0.054000000000000006,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
bf084da86da047dcb1c468f6dad89221,CDB,Banco Fator,2027-12-31,%CDI,1.0,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
5eb39c7bcda74747a6f8fe1114f7cec2,CDB,Banco Fator,2028-12-14,%CDI,1.0,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
03cc53541af54ab58c716a8fd95141c9,CDB,Banco Fator,2030-12-30,%CDI,1.0,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
92a2294abbfd4d95a304d4b4dbcf64e9,CDB,Banco Fator,2028-06-19,PRE,0.106,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
eaa5689663ff431da2cf108a9705d397,CDB,Banco Original,2027-06-30,PRE,0.1277,,1000.0,BBB,Crédito bancário,2026-01-05T21:26:58.385362+00:00
f4e257786ef24726a14911f47bc68cf8,CDB,Banco Original,2027-12-30,PRE,0.1304,,1000.0,BBB,Crédito bancário,2026-01-05T21:26:58.385362+00:00
e0a0be3e195a48148dce413f9da38d9f,CDB,Banco Original,2029-01-02,PRE,0.1355,,1000.0,BBB,Crédito bancário,2026-01-05T21:26:58.385362+00:00
521b85b7391e4161b2ae0016df6007c2,CDB,Banco Original,2029-12-31,PRE,0.138,,1000.0,BBB,Crédito bancário,2026-01-05T21:26:58.385362+00:00
7c91cd2e1d794abfb21df850e8a6870a,CDB,Banco Original,2030-12-30,PRE,0.1394,,1000.0,BBB,Crédito bancário,2026-01-05T21:26:58.385362+00:00
9de90a307d314840a428c5d8b3a1971b,CDB,Banco Original,2026-12-30,%CDI,1.0,,1000.0,BBB,Crédito bancário,2026-01-05T21:26:58.385362+00:00
5ee22d8a7952485caa89893fb82b9566,CDB,Banco Original,2027-06-30,%CDI,0.99,,1000.0,BBB,Crédito bancário,2026-01-05T21:26:58.385362+00:00
8fb0a145f0114703970409044574cb2e,CDB,Banco Original,2029-01-02,CDI+,0.0011,,1000.0,BBB,Crédito bancário,2026-01-05T21:26:58.385362+00:00
e09817d527604cd39c10cef202bec66a,CDB,Banco Original,2027-12-30,%CDI,1.04,,1000.0,BBB,Crédito bancário,2026-01-05T21:26:58.385362+00:00
eaa55f01a8d9419fbcc946c6a0f39f4f,CDB,Banco Original,2029-01-02,%CDI,1.04,,1000.0,BBB,Crédito bancário,2026-01-05T21:26:58.385362+00:00
3155a37978e142338432f7617b25f875,CDB,Banco Original,2029-12-31,%CDI,1.04,,1000.0,BBB,Crédito bancário,2026-01-05T21:26:58.385362+00:00
b1a4968584b147eba0619c27022c4009,CDB,Banco Original,2030-12-30,%CDI,1.04,,1000.0,BBB,Crédito bancário,2026-01-05T21:26:58.385362+00:00
3e96a02a59014c17887b56c335378104,CDB,Banco Original,2026-12-30,PRE,0.13390000000000002,,1000.0,BBB,Crédito bancário,2026-01-05T21:26:58.385362+00:00
32e10e89ba524549b6f73c53f7f158b4,CDB,Banco Senff,2027-12-30,%CDI,1.04,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
2619111195ec4e7dabc874dd9ee7f47e,CDB,Banco Senff,2028-12-29,%CDI,1.04,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
ca3252f266424caaad38bb071e4002f2,CDB,Banco Senff,2026-12-30,%CDI,1.015,,1000.0,-,Crédito bancário,2026-01-05T21:26:58.385362+00:00
c442cd0c814b44d596daabf55d3ac813,CDB,Banco da China,2026-01-29,%CDI,0.935,,10000.0,AAA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
9dd14971fa2844f99a79d12c393f5b5a,CDB,Banco da China,2026-03-02,%CDI,0.94,,10000.0,AAA,Crédito bancário,2026-01-05T21:26:58.385362+00:00
